row_id,user_id,category_id,video_id,age,gender,profession,followers,views,engagement_score,fold
52,21637,15,113,16,1,1,340,662,4.65,0
53,5552,32,92,17,1,1,330,714,4.2700000000000005,2
54,8595,15,33,43,1,2,340,662,1.84,2
55,18705,39,117,17,1,1,270,89,4.3500000000000005,4
56,22569,34,114,29,0,2,230,840,2.24,3
57,9240,21,50,24,0,0,320,909,1.95,4
58,11985,8,146,17,1,1,280,628,4.96,1
59,17513,39,117,31,1,2,270,89,3.67,0
60,18982,8,67,21,1,1,280,628,4.1400000000000015,1
61,11391,23,53,21,1,0,220,613,4.51,3
62,19986,8,17,34,0,2,280,628,2.59,3
63,21891,4,6,28,0,0,230,781,1.95,2
64,26939,25,102,41,1,0,240,317,4.28,4
65,7248,5,120,31,1,2,240,229,3.59,4
66,21159,21,50,15,0,1,320,909,3.11,0
67,2673,13,49,29,0,0,340,628,2.3,1
68,20124,10,20,30,1,0,210,44,3.37,0
69,16497,26,63,26,1,0,200,568,3.53,4
70,7464,8,74,19,1,1,280,628,4.3100000000000005,0
71,5567,42,136,19,0,1,290,689,2.6,2
72,16723,31,86,31,0,2,230,156,3.47,2
73,19687,18,58,36,1,0,180,444,3.3,0
74,17826,44,165,23,0,0,210,636,2.3,1
75,3312,1,15,42,1,0,360,990,2.64,1
76,6031,18,59,42,1,0,180,444,3.33,2
77,20416,16,97,17,1,1,270,462,4.66,3
78,5577,19,46,37,1,0,230,369,3.83,4
79,17605,25,62,11,0,1,240,317,3.66,1
80,15017,21,104,25,0,1,320,909,2.6,4
81,27110,28,76,17,0,1,250,414,2.48,0
82,7463,13,26,24,0,0,340,628,1.39,3
83,6948,5,71,27,0,1,240,229,4.11,0
84,5610,13,29,25,0,1,340,628,2.7,0
85,16757,21,123,19,1,1,320,909,4.3100000000000005,2
86,19441,45,167,18,1,1,280,95,2.7,4
87,18589,36,107,35,1,2,260,178,3.67,3
88,17490,5,163,24,1,0,240,229,4.22,3
89,10017,8,125,38,0,0,280,628,2.48,3
90,18512,32,145,45,0,2,330,714,3.99,2
91,23907,29,81,25,1,0,260,52,3.5,3
92,9958,32,132,19,0,2,330,714,2.06,0
93,21897,19,46,19,0,1,230,369,3.83,4
94,26633,27,65,29,1,0,320,309,3.71,3
95,6767,12,162,24,1,1,180,138,3.93,2
96,1967,9,18,27,1,0,230,819,4.53,4
97,9311,19,1,26,0,0,230,369,3.04,2
98,26325,8,146,19,1,1,280,628,4.21,3
99,26763,11,77,18,0,1,250,180,1.5,2
100,19440,15,33,26,0,0,340,662,3.3,3
101,8779,18,58,24,0,0,180,444,3.0,3
102,24515,17,36,32,1,2,210,884,3.16,4
103,16592,26,63,15,0,1,200,568,4.48,4
104,360,12,25,23,0,1,180,138,3.8,3
105,6454,25,102,20,1,2,240,317,3.16,4
106,26944,5,9,46,0,0,240,229,1.79,1
107,13874,40,124,18,0,1,250,900,4.840000000000002,2
108,22562,10,20,38,1,0,210,44,3.4,1
109,10416,12,24,28,1,2,180,138,3.16,1
110,25563,16,98,30,0,0,270,462,3.4,2
111,24990,16,35,37,1,0,270,462,4.01,4
112,4832,14,31,15,1,1,240,396,1.5,2
113,3766,34,94,20,1,2,230,840,3.67,3
114,19178,39,117,33,0,0,270,89,3.43,0
115,6821,23,53,25,0,0,220,613,2.71,1
116,476,5,10,21,0,1,240,229,2.48,4
117,8891,19,46,20,0,1,230,369,4.09,3
118,16699,28,75,14,1,1,250,414,4.44,1
119,26218,34,95,42,0,2,230,840,1.71,3
120,3103,29,156,35,1,2,260,52,3.13,1
121,26673,5,68,34,0,0,240,229,3.99,1
122,18931,37,108,47,0,2,180,1000,1.55,4
123,7198,28,75,24,1,1,250,414,4.01,0
124,4128,11,23,35,0,0,250,180,2.48,2
125,23208,34,114,49,0,2,230,840,3.1900000000000004,0
126,72,26,63,21,1,1,200,568,3.77,3
127,15858,42,135,21,0,1,290,689,2.35,0
128,1886,31,105,29,1,0,230,156,3.99,2
129,6820,32,133,15,0,1,330,714,3.77,1
130,23928,8,67,20,0,1,280,628,3.34,2
131,25726,39,116,18,1,1,270,89,4.6000000000000005,3
132,27109,38,111,15,1,1,230,806,4.16,0
133,26979,10,20,27,0,1,210,44,4.16,3
134,14777,4,8,32,0,0,230,781,3.4,4
135,23785,11,77,21,0,2,250,180,2.24,1
136,11884,17,37,36,1,2,210,884,3.77,3
137,26246,30,83,26,0,0,230,862,0.02,1
138,2212,25,103,18,0,1,240,317,4.29,4
139,17665,16,34,17,1,1,270,462,4.37,4
140,4131,6,11,44,0,0,210,362,3.37,1
141,22518,16,34,24,1,0,270,462,3.33,2
142,26114,24,60,42,1,2,200,617,2.16,2
143,2717,5,168,21,0,1,240,229,2.8,4
144,9898,34,114,28,1,0,230,840,3.91,0
145,14866,13,29,15,1,1,340,628,2.8,4
146,10228,25,62,36,1,0,240,317,3.89,1
147,15530,28,76,17,1,1,250,414,4.25,3
148,23217,32,145,33,0,2,330,714,3.71,1
149,20200,32,133,13,0,1,330,714,0.4,0
150,24943,32,145,22,1,1,330,714,5.0,2
151,16103,4,8,22,1,1,230,781,4.3100000000000005,2
152,4496,25,103,21,0,2,240,317,1.37,1
153,20861,21,123,15,1,1,320,909,4.630000000000001,4
154,17558,15,32,32,1,0,340,662,2.2,3
155,7631,25,102,23,1,2,240,317,1.84,0
156,4782,11,41,42,0,0,250,180,3.37,0
157,15263,21,50,26,0,2,320,909,2.3200000000000003,4
158,24447,9,142,28,1,0,230,819,3.95,4
159,8100,21,157,34,1,0,320,909,3.43,2
160,5768,25,138,30,0,0,240,317,1.95,1
161,425,5,68,28,1,0,240,229,3.53,4
162,9481,18,58,37,1,0,180,444,3.89,4
163,2982,25,103,38,1,0,240,317,3.37,4
164,8621,16,34,20,0,1,270,462,4.2700000000000005,3
165,6328,43,149,33,1,2,280,617,3.99,4
166,21702,42,135,14,1,1,290,689,4.0600000000000005,3
167,14455,34,96,36,1,0,230,840,3.4,4
168,5584,32,133,25,0,0,330,714,2.48,3
169,14594,18,59,25,1,1,180,444,4.16,4
170,5763,21,104,31,1,2,320,909,3.63,0
171,8436,8,17,26,0,2,280,628,4.13,2
172,21211,16,98,20,1,2,270,462,2.53,3
173,26962,7,14,18,1,1,160,467,2.96,1
174,2426,15,33,26,0,0,340,662,3.09,4
175,26268,1,1,18,0,1,360,990,2.6,3
176,1176,25,150,24,0,0,240,317,2.48,4
177,341,1,1,20,1,1,360,990,4.33,2
178,26505,12,30,25,0,0,180,138,0.69,3
179,8421,42,134,27,1,0,290,689,3.43,2
180,4474,12,42,30,0,0,180,138,2.3,4
181,18436,5,87,35,0,2,240,229,2.16,1
182,16877,5,10,29,0,0,240,229,3.22,1
183,1787,36,107,14,1,1,260,178,4.16,3
184,16275,7,28,33,1,0,160,467,4.23,3
185,15020,5,72,24,1,0,240,229,2.48,2
186,27457,38,111,29,0,2,230,806,1.96,2
187,19470,43,149,19,1,1,280,617,4.5600000000000005,4
188,26641,11,66,15,1,1,250,180,3.66,0
189,22895,21,51,39,1,2,320,909,3.61,1
190,329,5,56,23,0,1,240,229,2.7,2
191,6513,18,59,25,1,0,180,444,3.93,1
192,6138,21,143,17,0,1,320,909,4.29,3
193,559,35,106,18,1,1,260,134,4.9,2
194,12946,4,8,13,0,1,230,781,2.48,2
195,27049,4,99,40,1,0,230,781,3.91,2
196,9790,13,27,28,0,0,340,628,2.64,1
197,3402,26,141,21,1,1,200,568,3.04,4
198,7565,8,67,30,0,0,280,628,3.0,2
199,6065,1,1,29,1,1,360,990,3.83,3
200,4731,34,114,31,0,2,230,840,2.06,1
201,15360,11,40,32,1,0,250,180,3.93,4
202,24261,11,41,23,0,1,250,180,3.29,1
203,18389,34,114,15,1,1,230,840,4.3100000000000005,4
204,16437,29,82,22,1,1,260,52,3.8,2
205,20336,11,41,36,0,0,250,180,0.69,1
206,15771,16,97,40,0,0,270,462,3.26,3
207,11069,25,103,19,1,1,240,317,2.96,2
208,27030,18,59,20,1,1,180,444,4.37,1
209,19308,8,125,34,1,0,280,628,3.91,0
210,14271,23,112,21,0,1,220,613,2.96,1
211,5403,19,46,37,1,0,230,369,3.91,0
212,15167,13,27,11,1,1,340,628,4.09,1
213,6197,42,135,15,1,1,290,689,4.33,4
214,3812,4,64,19,1,1,230,781,4.65,2
215,13064,5,10,33,0,0,240,229,2.3,0
216,13173,28,75,24,1,1,250,414,4.29,3
217,4122,34,96,19,0,1,230,840,3.4,3
218,23395,26,141,26,1,0,200,568,3.66,2
219,26152,35,106,34,1,0,260,134,4.26,4
220,16563,43,148,30,1,2,280,617,2.16,1
221,14619,43,148,20,0,1,280,617,2.48,2
222,17508,4,7,30,0,2,230,781,2.9000000000000004,0
223,5392,13,29,42,1,0,340,628,4.38,1
224,7063,44,174,18,1,2,210,636,3.13,4
225,20018,28,75,19,1,1,250,414,3.62,0
226,10115,8,67,21,1,1,280,628,4.65,2
227,26208,12,25,35,1,0,180,138,3.91,3
228,9227,25,140,21,1,1,240,317,3.4,2
229,2520,39,116,16,0,1,270,89,4.1400000000000015,3
230,17756,18,59,18,0,1,180,444,2.96,1
231,25923,15,33,16,1,1,340,662,4.44,2
232,21986,12,88,32,1,0,180,138,3.97,0
233,25964,8,101,30,0,0,280,628,3.95,1
234,3236,19,121,50,1,2,230,369,3.52,4
235,16638,19,46,31,0,0,230,369,3.37,2
236,22618,9,142,18,1,1,230,819,4.33,1
237,18363,11,66,32,0,2,250,180,3.63,1
238,10169,42,136,24,0,0,290,689,3.91,4
239,1954,6,11,31,1,2,210,362,3.26,0
240,4742,34,114,29,0,2,230,840,2.3200000000000003,1
241,24952,21,51,42,0,2,320,909,3.52,4
242,18669,35,126,19,1,1,260,134,4.69,0
243,6592,8,17,21,0,1,280,628,2.6,1
244,1684,37,128,37,1,0,180,1000,2.48,0
245,6081,23,112,23,1,1,220,613,3.87,1
246,21468,5,9,26,0,1,240,229,3.77,3
247,21027,34,114,17,0,1,230,840,2.48,3
248,10862,12,30,19,0,1,180,138,2.8,4
249,3828,6,12,28,0,0,210,362,3.74,2
250,22444,8,17,22,1,1,280,628,3.83,4
251,18942,23,112,42,1,2,220,613,3.67,1
252,7686,34,115,39,1,0,230,840,3.43,1
253,8310,23,112,35,0,0,220,613,2.56,2
254,7029,21,104,24,1,0,320,909,3.47,1
255,22924,32,145,43,0,2,330,714,1.55,1
256,18171,15,32,31,1,0,340,662,4.09,3
257,13125,8,67,18,1,1,280,628,3.73,4
258,975,29,156,20,0,1,260,52,2.6,0
259,9006,5,158,29,0,1,240,229,2.96,4
260,11983,19,144,35,1,2,230,369,3.63,0
261,19268,41,131,17,1,1,240,72,4.3100000000000005,1
262,1274,34,95,16,0,1,230,840,3.17,1
263,27186,13,147,15,1,1,340,628,4.9,1
264,5435,16,137,32,0,2,270,462,3.45,0
265,6921,12,162,17,1,1,180,138,4.62,4
266,1932,42,134,22,1,1,290,689,4.29,0
267,23008,5,9,19,0,1,240,229,3.49,2
268,2231,12,25,14,1,1,180,138,3.9,4
269,1413,25,61,31,0,2,240,317,1.55,0
270,27733,8,16,27,0,0,280,628,3.43,1
271,16078,19,45,27,0,0,230,369,2.4,3
272,5244,43,149,43,0,0,280,617,3.93,3
273,13607,16,137,19,0,1,270,462,4.11,0
274,2500,5,87,29,1,0,240,229,3.43,0
275,17641,13,147,33,0,0,340,628,2.64,3
276,1199,21,143,40,1,2,320,909,3.82,1
277,23827,15,33,26,0,2,340,662,4.25,4
278,5540,21,129,17,1,1,320,909,4.3100000000000005,1
279,10935,20,48,32,1,2,240,892,3.63,2
280,25529,11,77,24,1,0,250,180,3.58,4
281,10640,23,53,25,0,2,220,613,3.65,1
282,580,7,28,20,0,2,160,467,3.2300000000000004,4
283,24589,5,87,17,0,1,240,229,4.7,3
284,11570,5,87,29,0,0,240,229,4.39,3
285,23827,16,98,26,0,2,270,462,2.24,0
286,13398,5,87,33,1,0,240,229,4.47,4
287,9456,19,46,22,0,0,230,369,3.99,2
288,11560,16,97,23,0,1,270,462,3.73,2
289,6732,19,164,19,0,1,230,369,4.3100000000000005,3
290,24515,27,65,32,1,2,320,309,3.61,3
291,23860,12,30,27,1,0,180,138,3.76,2
292,6811,23,112,35,0,0,220,613,4.22,3
293,22046,16,97,32,1,0,270,462,3.33,1
294,10866,4,99,41,1,0,230,781,3.5,4
295,17349,43,148,14,0,1,280,617,4.6000000000000005,2
296,2400,8,146,28,1,2,280,628,3.34,4
297,20937,5,87,30,1,0,240,229,3.91,1
298,10351,18,58,20,0,1,180,444,2.7,0
299,14956,30,84,31,0,0,230,862,3.4,2
300,1825,24,60,19,1,1,200,617,3.87,3
301,18707,19,45,18,1,2,230,369,3.1900000000000004,3
302,22101,27,65,23,1,1,320,309,4.33,4
303,19747,21,157,25,1,2,320,909,3.16,4
304,20888,29,82,31,0,2,260,52,3.45,1
305,14599,16,35,14,0,1,270,462,3.77,4
306,8150,42,134,35,0,2,290,689,2.06,1
307,18127,16,98,30,1,2,270,462,3.67,0
308,1159,13,29,43,0,2,340,628,0.8600000000000001,2
309,15424,5,71,11,0,1,240,229,2.6,4
310,19730,12,162,50,0,0,180,138,2.3,0
311,20810,23,112,17,0,1,220,613,4.6800000000000015,2
312,20060,5,9,12,1,1,240,229,4.33,4
313,4743,21,143,20,1,2,320,909,3.61,3
314,26598,5,87,33,1,2,240,229,3.09,4
315,19991,5,155,15,0,1,240,229,3.77,1
316,10080,5,172,51,0,2,240,229,2.16,0
317,11226,1,1,20,0,1,360,990,3.77,0
318,20323,13,49,21,1,1,340,628,4.3900000000000015,4
319,10773,23,112,16,1,1,220,613,4.66,1
320,21421,19,46,14,1,1,230,369,3.9,3
321,2882,12,42,20,1,1,180,138,4.33,0
322,24234,16,97,33,0,0,270,462,3.22,3
323,7597,11,77,17,1,1,250,180,4.09,3
324,20647,46,171,37,0,2,190,840,2.9800000000000004,1
325,13084,19,45,15,0,1,230,369,3.23,0
326,7895,11,23,40,0,2,250,180,2.24,0
327,15078,9,142,20,1,1,230,819,4.630000000000001,4
328,13625,19,44,10,0,1,230,369,1.5,0
329,9580,20,48,30,0,0,240,892,1.1,4
330,2483,4,99,33,1,0,230,781,3.78,4
331,3091,43,149,17,1,1,280,617,4.3100000000000005,0
332,5539,8,16,36,0,2,280,628,2.16,4
333,23080,21,122,37,1,0,320,909,3.71,2
334,23577,8,100,16,1,1,280,628,4.65,3
335,22900,25,139,24,0,1,240,317,4.3100000000000005,3
336,217,19,144,17,0,1,230,369,4.18,0
337,25108,25,103,25,1,1,240,317,3.8,2
338,9633,43,148,19,0,1,280,617,4.29,4
339,11460,38,111,25,0,2,230,806,1.71,3
340,4863,13,29,36,1,0,340,628,4.25,0
341,18346,39,116,38,1,0,270,89,4.23,4
342,22794,1,15,30,0,0,360,990,3.04,0
343,23100,39,117,26,0,0,270,89,3.43,2
344,463,19,44,35,0,0,230,369,3.76,2
345,18271,32,145,18,1,1,330,714,4.69,0
346,19637,11,40,18,0,1,250,180,2.88,1
347,14941,12,42,20,0,1,180,138,3.83,3
348,9902,21,51,34,1,2,320,909,3.29,4
349,18754,13,49,30,1,0,340,628,4.51,0
350,27635,27,65,35,0,0,320,309,3.37,3
351,17930,25,103,21,1,1,240,317,2.48,4
352,16351,16,35,10,0,1,270,462,3.87,1
353,6795,8,67,42,1,2,280,628,3.2300000000000004,1
354,11159,29,81,34,1,0,260,52,3.37,0
355,2285,19,1,22,1,1,230,369,3.87,1
356,25009,32,92,27,1,0,330,714,2.3,1
357,1326,5,9,35,1,2,240,229,3.63,1
358,25281,5,10,16,1,1,240,229,3.8,1
359,19521,25,150,36,0,0,240,317,1.39,1
360,5667,13,26,28,0,0,340,628,2.4,0
361,16006,25,140,42,0,0,240,317,2.83,1
362,1750,16,34,18,1,1,270,462,2.88,1
363,14827,27,65,20,1,1,320,309,4.2700000000000005,3
364,581,23,112,25,0,2,220,613,3.98,1
365,20847,34,94,24,1,2,230,840,0.4499999999999999,4
366,10965,12,42,17,1,1,180,138,4.33,0
367,14399,6,12,31,1,0,210,362,3.93,0
368,13650,11,66,27,0,2,250,180,3.65,1
369,344,42,136,20,0,1,290,689,4.3900000000000015,4
370,15873,39,117,34,0,0,270,89,4.03,1
371,24453,25,102,17,1,1,240,317,3.8,2
372,999,19,46,18,1,1,230,369,4.33,2
373,10531,9,142,27,1,0,230,819,2.08,3
374,6021,21,50,25,1,1,320,909,4.23,4
375,10916,21,122,23,1,2,320,909,3.13,2
376,10352,18,43,38,0,0,180,444,2.64,0
377,13693,9,19,22,1,1,230,819,3.8,1
378,8800,25,150,33,0,2,240,317,2.9800000000000004,0
379,27541,9,18,20,1,1,230,819,3.93,1
380,11663,25,103,15,1,1,240,317,3.77,3
381,6542,20,47,26,0,2,240,892,1.96,2
382,10912,8,110,24,1,2,280,628,3.84,3
383,2630,13,27,37,1,2,340,628,3.26,2
384,27625,8,101,29,1,2,280,628,3.42,3
385,22114,15,33,33,1,2,340,662,3.09,3
386,27529,19,44,39,1,0,230,369,4.09,4
387,3542,9,19,39,0,0,230,819,4.04,2
388,1309,9,142,36,1,0,230,819,3.91,3
389,24113,8,146,27,0,0,280,628,3.4,3
390,7317,19,121,32,0,0,230,369,2.3,2
391,2970,8,146,26,1,0,280,628,3.47,4
392,13969,34,96,12,1,1,230,840,4.6000000000000005,1
393,2500,19,121,29,1,0,230,369,3.78,0
394,6315,5,71,39,1,2,240,229,3.61,0
395,3653,7,13,40,0,0,160,467,4.5,3
396,1769,8,125,24,1,2,280,628,2.24,0
397,20901,5,69,27,1,1,240,229,4.29,4
398,19376,13,27,22,0,1,340,628,2.6,4
399,17027,34,94,34,0,0,230,840,2.2,4
400,3718,5,10,14,0,1,240,229,4.57,1
401,18149,34,115,16,1,1,230,840,3.87,1
402,24287,5,10,48,0,2,240,229,1.96,4
403,2942,8,125,30,1,0,280,628,4.22,4
404,15965,20,47,46,0,2,240,892,2.9000000000000004,4
405,25000,9,18,19,1,1,230,819,4.6800000000000015,3
406,22155,7,13,36,1,0,160,467,2.4,0
407,26931,25,103,35,1,0,240,317,3.95,0
408,26454,36,107,33,1,0,260,178,3.93,4
409,9506,15,113,34,1,0,340,662,2.89,0
410,22,18,59,30,0,0,180,444,1.61,0
411,27281,32,145,31,1,0,330,714,3.87,1
412,19905,46,173,32,1,0,190,840,3.4,3
413,18808,9,142,14,1,1,230,819,4.65,2
414,5901,31,105,11,1,1,230,156,4.91,0
415,26533,30,83,14,1,1,230,862,3.7,3
416,16978,5,87,18,0,1,240,229,4.91,2
417,26848,14,31,35,0,0,240,396,2.4,4
418,24650,41,130,18,0,1,240,72,2.96,1
419,3094,5,10,28,1,0,240,229,3.89,3
420,25689,19,44,28,0,0,230,369,2.48,1
421,11790,4,99,28,1,0,230,781,3.87,4
422,27148,6,11,10,0,1,210,362,3.04,4
423,5376,3,5,15,1,1,270,621,4.01,3
424,26854,18,58,31,1,0,180,444,3.47,4
425,4066,34,96,24,1,1,230,840,3.7,3
426,13590,18,43,16,1,1,180,444,4.2700000000000005,1
427,1942,25,102,22,1,1,240,317,4.3100000000000005,3
428,3424,8,146,24,0,0,280,628,4.38,4
429,9073,12,42,21,1,1,180,138,3.77,4
430,3243,12,24,55,1,2,180,138,3.16,4
431,14936,36,127,21,1,1,260,178,2.88,1
432,5515,3,4,17,0,1,270,621,4.16,2
433,15088,26,141,41,1,0,200,568,4.23,4
434,12968,7,14,31,1,0,160,467,3.69,3
435,7387,11,77,20,1,2,250,180,3.96,1
436,12070,42,134,38,0,2,290,689,1.84,1
437,14823,5,163,46,0,0,240,229,4.54,3
438,3261,1,1,13,1,1,360,990,4.18,0
439,17532,3,4,20,1,1,270,621,4.29,0
440,24955,27,65,16,1,1,320,309,4.29,2
441,12188,12,162,40,1,0,180,138,4.03,3
442,8369,4,7,18,1,1,230,781,3.83,4
443,15575,13,26,17,1,1,340,628,4.62,0
444,24611,43,148,37,1,0,280,617,4.28,0
445,16348,21,123,23,1,1,320,909,4.29,1
446,15743,34,114,25,0,0,230,840,2.2,1
447,12966,21,51,15,1,1,320,909,4.2700000000000005,3
448,7763,12,88,22,1,1,180,138,4.4300000000000015,4
449,8988,8,110,18,0,1,280,628,2.7,4
450,13375,19,44,17,1,1,230,369,4.2700000000000005,1
451,16408,42,134,16,1,1,290,689,4.33,3
452,18433,9,142,24,1,0,230,819,4.22,3
453,23211,5,109,29,1,0,240,229,3.74,3
454,5489,8,100,14,0,1,280,628,3.96,4
455,19193,19,121,24,0,0,230,369,1.1,0
456,8636,13,26,31,0,0,340,628,2.83,3
457,18694,23,112,14,1,1,220,613,4.29,1
458,1761,20,48,15,0,1,240,892,2.8,1
459,22083,21,51,40,0,2,320,909,1.84,3
460,26040,42,136,36,0,2,290,689,3.09,2
461,26532,43,149,18,1,1,280,617,5.0,3
462,6920,25,140,16,1,1,240,317,4.6800000000000015,2
463,2898,37,108,13,1,1,180,1000,4.65,3
464,24252,5,161,19,1,1,240,229,4.29,2
465,13321,5,87,29,1,0,240,229,4.54,0
466,2369,5,9,18,1,1,240,229,4.33,4
467,18592,9,18,25,1,1,230,819,4.880000000000001,2
468,26448,29,82,20,1,1,260,52,3.8,4
469,8667,11,77,33,1,0,250,180,3.43,3
470,9551,8,17,19,1,2,280,628,3.79,0
471,4888,43,149,16,1,1,280,617,4.7,2
472,27496,16,97,38,1,0,270,462,3.5,3
473,22415,19,45,47,0,2,230,369,2.16,3
474,7348,6,11,23,0,1,210,362,3.93,1
475,10722,16,97,42,0,0,270,462,3.3,3
476,1620,16,98,23,0,2,270,462,1.96,1
477,333,8,17,23,1,1,280,628,4.37,4
478,16516,34,115,32,1,2,230,840,3.63,3
479,2967,32,145,17,0,1,330,714,3.87,2
480,20909,8,39,26,1,2,280,628,3.63,4
481,14959,23,112,24,0,2,220,613,2.53,4
482,18974,13,26,13,1,1,340,628,4.6800000000000015,2
483,2388,21,123,18,1,1,320,909,4.3100000000000005,4
484,18469,36,107,19,1,1,260,178,2.6,0
485,24995,19,46,22,1,1,230,369,4.25,1
486,26334,4,6,27,0,0,230,781,1.1,1
487,25568,24,60,17,0,1,200,617,4.11,2
488,18685,5,155,32,1,0,240,229,4.51,0
489,2487,25,150,28,1,0,240,317,4.03,3
490,11044,42,135,28,0,2,290,689,1.71,0
491,17014,34,95,26,1,2,230,840,3.37,0
492,19380,5,87,24,1,1,240,229,4.23,4
493,10152,29,81,18,1,1,260,52,3.77,4
494,12608,34,95,30,0,0,230,840,0.0,1
495,11038,32,132,24,1,0,330,714,3.89,0
496,22613,28,76,21,1,1,250,414,4.16,3
497,21933,19,1,27,0,0,230,369,4.04,4
498,12833,31,151,19,1,1,230,156,4.3100000000000005,3
499,12547,8,39,37,1,0,280,628,3.83,4
500,17833,22,52,15,0,1,260,709,3.11,2
501,27160,24,60,22,1,1,200,617,4.21,4
502,11204,5,87,17,1,1,240,229,3.8,3
503,26156,39,117,18,1,1,270,89,2.6,4
504,2319,8,100,14,1,1,280,628,4.18,0
505,15723,34,96,38,1,2,230,840,4.23,1
506,16186,35,126,37,0,0,260,134,2.2,0
507,6253,8,39,55,1,2,280,628,3.73,2
508,5495,10,20,16,1,1,210,44,4.65,4
509,16987,31,105,20,1,1,230,156,4.65,2
510,1508,42,134,24,1,0,290,689,3.85,3
511,16372,42,136,39,1,2,290,689,3.8,0
512,26893,8,100,22,1,1,280,628,4.1400000000000015,4
513,7221,29,81,31,0,2,260,52,3.98,1
514,25344,8,125,41,0,0,280,628,3.09,2
515,5904,5,79,13,1,1,240,229,2.88,3
516,23034,28,76,21,1,1,250,414,3.83,2
517,2466,3,4,43,0,2,270,621,3.85,0
518,1090,21,51,28,0,2,320,909,2.8,4
519,13474,8,16,29,1,0,280,628,3.37,3
520,20957,8,101,36,1,0,280,628,3.4,4
521,10828,1,15,16,1,1,360,990,4.3100000000000005,2
522,20094,23,53,24,1,0,220,613,2.64,2
523,26631,12,24,16,1,1,180,138,3.98,2
524,18628,30,84,36,1,0,230,862,3.95,4
525,13829,23,112,23,1,1,220,613,5.0,4
526,26726,32,92,15,1,1,330,714,4.2700000000000005,4
527,17403,25,139,34,1,0,240,317,4.06,1
528,21996,35,106,32,0,0,260,134,3.97,0
529,26721,5,87,17,0,1,240,229,3.34,4
530,844,1,15,20,0,1,360,990,4.6800000000000015,4
531,25390,31,152,36,1,0,230,156,4.23,0
532,21448,14,31,17,1,1,240,396,3.49,3
533,27621,1,2,40,1,2,360,990,3.45,1
534,16517,8,17,33,1,0,280,628,3.93,3
535,6988,25,150,14,0,1,240,317,2.35,4
536,20920,21,50,39,1,0,320,909,3.18,1
537,20944,21,143,30,0,2,320,909,2.16,1
538,12242,5,68,33,0,0,240,229,4.25,1
539,37,5,56,33,0,0,240,229,3.93,0
540,10948,19,44,24,1,2,230,369,3.06,4
541,25294,8,16,24,0,0,280,628,2.2,3
542,15023,1,1,20,0,1,360,990,2.7,4
543,17168,11,22,37,1,0,250,180,3.43,2
544,17913,32,145,31,1,0,330,714,3.87,1
545,16614,9,18,17,1,1,230,819,3.17,3
546,3518,17,36,14,1,1,210,884,4.98,2
